Id,Sales
441,3783.195
442,7401.2188
443,7420.428
444,4023.501
445,9305.004
446,5778.407
447,4997.486
448,9272.29
449,7924.47
450,9677.713
451,5449.084
452,6513.7744
453,4873.923
454,5216.429
455,13212.244
456,10039.006
457,6970.3687
458,5178.496
459,5179.0737
460,5922.686
461,4717.665
462,10171.098
463,5030.5757
464,5510.4883
465,7435.0635
466,4913.6816
467,6354.387
468,7543.7407
469,7284.243
470,7608.6157
471,4151.5454
472,5705.637
473,6871.242
474,8740.5
475,8630.181
476,7063.754
477,4576.588
478,7681.055
479,6054.6045
480,4818.229
481,7179.6875
482,7201.309
483,6475.534
484,6299.594
485,6243.0757
486,6409.6084
487,5974.4746
488,7282.604
489,6493.295
490,6088.193
491,9287.822
492,6091.509
493,4496.316
494,11905.686
495,5825.2056
496,3464.1506
497,7809.25
498,8380.1875
499,10469.163
500,5285.681
501,6074.917
502,5802.8657
503,7028.1943
504,6270.063
505,8850.069
506,3346.9753
507,5857.3647
508,6074.4824
509,5294.7773
510,5297.323
511,6706.4775
512,8560.587
513,5779.0464
514,7788.1724
515,7497.38
516,9130.356
517,4766.3477
518,6529.6284
519,6779.3545
520,8157.094
521,7710.7134
522,4427.861
523,9100.964
524,6773.512
525,7785.967
526,4631.7324
527,3840.2073
528,8016.956
529,5978.373
530,9008.765
531,6958.493
532,5740.579
533,8600.914
534,6585.637
535,6942.1875
536,7858.2886
537,6045.3784
538,9022.263
539,11156.116
540,7386.32
541,4851.6074
542,5805.473
543,4207.2295
544,3386.1538
545,8025.1484
546,5565.1914
547,8506.524
548,4728.376
549,6813.714
550,5945.413
551,8609.597
552,5262.002
553,5267.1133
554,6190.1924
555,7092.9565
556,5157.515
557,7095.2705
558,7975.008
559,9027.591
560,7733.794
561,7094.269
562,6142.2896
563,4564.723
564,5332.8555
565,10699.683
566,9006.814
567,7328.259
568,15369.519
569,5602.0986
570,5287.2593
571,5954.952
572,8991.264
573,10450.43
574,7319.186
575,8431.879
576,8254.972
577,7246.5645
578,6860.8965
579,6049.7964
580,4736.717
581,5172.672
582,3973.6233
583,5011.804
584,8979.421
585,15444.571
586,7047.4976
587,5156.31
588,6826.748
589,4314.578
590,6485.6577
591,4127.791
592,9474.251
593,6456.086
594,6517.4097
595,13987.661
596,12208.426
597,5778.826
598,6767.5073
599,3955.1921
600,5293.5205
601,5778.991
602,8488.332
603,4930.604
604,4755.2964
605,5906.447
606,5904.228
607,6795.7056
608,7365.9478
609,3773.9844
610,7208.6816
611,8390.136
612,7453.2656
613,4935.101
614,4366.136
615,8071.393
616,4946.754
617,9845.576
618,4726.9106
619,5510.8823
620,6991.5063
621,6256.898
622,4644.3384
623,5728.6787
624,6927.796
625,9085.259
626,9323.906
627,5965.8604
628,4152.484
629,6010.364
630,5949.5596
631,4696.9653
632,6913.672
633,6441.2705
634,11184.239
635,7882.2466
636,6694.0557
637,7768.989
638,5036.283
639,9030.742
640,5462.617
641,12586.74
642,6200.2896
643,5572.8286
644,5433.5786
645,4439.315
646,7225.276
647,18078.14
648,4155.3677
649,4998.5107
650,9957.976
651,6076.586
652,7468.614
653,8487.158
654,6553.953
655,5103.99
656,4529.662
657,9624.385
658,6016.7236
659,7203.7954
660,7865.201
661,5016.567
662,6791.682
663,6435.554
664,3687.084
665,8634.717
666,8956.449
667,4462.9805
668,8026.9014
669,7326.442
670,5074.404
671,9832.814
672,6597.4365
673,7991.735
674,4969.4834
675,4895.314
676,6144.78
677,4092.9856
678,8174.1406
679,3936.8503
680,5765.7793
681,4718.6143
682,6058.977
683,6184.4927
684,6834.839
685,7155.06
686,8913.937
687,6009.5557
688,6718.026
689,6424.835
690,8011.682
691,9852.057
692,7111.074
693,3754.1943
694,6272.0845
695,7763.73
696,4046.7788
697,11311.091
698,5562.761
699,6386.8184
700,10082.3545
701,6346.5386
702,4181.0386
703,11157.818
704,10284.9375
705,5485.2686
706,8176.215
707,10698.887
708,5878.5127
709,5141.868
710,6566.1025
711,5756.6753
712,6363.5566
713,7579.1763
714,4991.0415
715,6628.484
716,7455.939
717,6526.8516
718,7694.3843
719,6246.1606
720,6246.4644
721,4285.879
722,7773.465
723,6906.403
724,6468.9604
725,6088.1694
726,7236.6196
727,9638.953
728,6129.0947
729,5390.703
730,6625.8486
731,7267.209
732,6484.6494
733,4531.814
734,4213.735
735,7155.0737
736,7566.697
737,5938.3755
738,8680.59
739,6004.663
740,6032.921
741,5385.7905
742,3334.4448
743,6896.767
744,6590.5757
745,7013.6377
746,9421.173
747,7530.587
748,4831.315
749,8249.266
750,3782.5059
751,3076.141
752,7743.078
753,11733.173
754,8102.8906
755,7109.0264
756,4667.6543
757,6726.7383
758,8113.159
759,5947.7954
760,8786.349
761,4757.8823
762,4955.3804
763,5425.6094
764,5668.686
765,5491.319
766,4998.53
767,5190.4067
768,4291.5273
769,6993.9673
770,6377.342
771,5392.5386
772,5972.4126
773,7414.7905
774,5720.6313
775,5069.915
776,9128.606
777,6955.282
778,5795.742
779,3778.4282
780,11702.52
781,6685.43
782,5674.5654
783,8908.379
784,6737.8647
785,7497.416
786,6284.083
787,7375.536
788,9049.347
789,12986.534
790,5002.9556
791,4910.2524
792,5331.1523
793,6151.3286
794,5515.862
795,6897.4316
796,8599.864
797,5942.29
798,4184.122
799,6384.626
800,8787.606
801,4841.947
802,7946.0376
803,4061.3274
804,7463.174
805,8370.906
806,7165.378
807,8523.001
808,6554.0283
809,4481.085
810,6973.5938
811,7411.4746
812,9102.179
813,7339.1626
814,8407.918
815,6377.2505
816,4707.5933
817,9602.098
818,4588.2827
819,9991.975
820,6208.4194
821,4536.294
822,7250.6846
823,6645.9795
824,7123.1763
825,7804.0605
826,3798.8171
827,4594.496
828,8085.4375
829,8311.207
830,9899.874
831,5422.175
832,5746.681
833,5808.6406
834,6712.3003
835,5408.324
836,9741.308
837,9200.334
838,11222.564
839,4542.8745
840,5842.6084
841,10218.982
842,8176.4956
843,5096.626
844,11017.902
845,6560.494
846,5234.7837
847,5195.919
848,4795.642
849,5587.9106
850,6122.1836
851,4982.1772
852,5070.587
853,9012.451
854,7000.7407
855,21191.799
856,7061.9424
857,4440.907
858,7431.689
859,9203.063
860,6898.7275
861,7201.2744
862,5762.168
863,8138.073
864,8504.627
865,5251.6094
866,5805.855
867,6867.711
868,8695.347
869,7240.6304
870,9451.338
871,5882.623
872,4652.708
873,5474.884
874,10027.82
875,10761.585
876,9907.524
877,8186.8027
878,4327.2036
879,5636.9546
880,4768.202
881,7946.2197
882,11234.676
883,9497.491
884,5973.569
885,5379.7637
886,3938.48
887,6002.247
888,11422.865
889,6665.0083
890,4940.069
891,5490.722
892,8301.709
893,3649.6023
894,7353.868
895,4268.8364
896,6495.518
897,6399.1035
898,5404.416
899,7464.427
900,7499.761
901,5341.753
902,6839.2925
903,7027.4233
904,11483.803
905,5876.859
906,8655.328
907,7268.214
908,8991.032
909,6806.764
910,9655.873
911,4944.4287
912,4988.8906
913,6028.5728
914,5661.306
915,8920.357
916,7547.9507
917,5883.4873
918,7119.373
919,6815.9688
920,9655.035
921,3943.2156
922,13544.81
923,4748.988
924,6285.6416
925,8301.107
926,4836.939
927,6490.063
928,6163.296
929,7762.383
930,5447.328
931,5945.3228
932,7464.612
933,7861.159
934,7089.683
935,5091.6514
936,7293.899
937,11502.645
938,6637.739
939,4469.114
940,6454.6885
941,5960.594
942,5461.154
943,7453.586
944,3978.105
945,8294.745
946,6550.16
947,7243.8354
948,7137.5107
949,4379.314
950,5492.859
951,5528.443
952,8284.207
953,9043.058
954,5292.0664
955,4165.2905
956,7228.4185
957,5876.293
958,6250.5107
959,8061.2925
960,7003.258
961,7583.2974
962,5730.963
963,4397.452
964,7061.922
965,7114.697
966,8239.076
967,8462.927
968,8038.2007
969,5873.228
970,8922.118
971,6234.9185
972,7493.6987
973,8827.714
974,6716.501
975,10080.037
976,8357.657
977,7598.942
978,5775.812
979,7315.641
980,7881.2393
981,7247.795
982,4277.696
983,5305.5894
984,8384.249
985,6248.526
986,4268.1196
987,8480.127
988,7012.548
989,5996.5713
990,5867.663
991,5212.5254
992,7122.1167
993,7119.719
994,6916.633
995,5425.5684
996,5884.5757
997,6482.937
998,3968.3706
999,6235.37
1000,5415.472
1001,8723.512
1002,7984.711
1003,6647.6084
1004,12865.04
1005,6119.6445
1006,4817.434
1007,10514.078
1008,7013.7915
1009,8438.476
1010,7572.1973
1011,4814.3887
1012,6141.9966
1013,5631.356
1014,7970.902
1015,11772.985
1016,6241.5933
1017,3432.3643
1018,5028.235
1019,9288.025
1020,8917.295
1021,6271.062
1022,7305.7407
1023,4891.9536
1024,5540.6353
1025,3254.647
1026,4923.6826
1027,5944.262
1028,7368.2524
1029,6779.9814
1030,6768.5464
1031,8128.199
1032,9121.827
1033,7718.3354
1034,4881.4727
1035,9405.696
1036,11400.652
1037,5935.816
1038,7849.1733
1039,5325.3643
1040,6522.5767
1041,3946.0632
1042,7515.6777
1043,5581.9507
1044,8892.107
1045,7035.1147
1046,8240.868
1047,7950.1763
1048,5357.9673
1049,9186.894
1050,18301.621
1051,10318.252
1052,5712.0615
1053,3260.7737
1054,6209.983
1055,8569.817
1056,5754.4634
1057,12984.627
1058,18499.281
1059,4066.606
1060,5755.2207
1061,8462.902
1062,5588.918
1063,8025.638
1064,6669.6816
1065,7970.575
1066,4001.7651
1067,6735.7573
1068,6020.363
1069,7489.5264
1070,10407.493
1071,5837.713
1072,5617.1743
1073,7628.9233
1074,5788.694
1075,5158.543
1076,7697.4077
1077,5857.644
1078,5667.199
1079,7407.793
1080,6041.6494
1081,6353.5996
1082,7128.81
1083,7293.44
1084,8255.538
1085,7163.3076
1086,7097.5576
1087,5927.0312
1088,3709.512
1089,6555.972
1090,6310.2847
1091,6027.7393
1092,4757.778
1093,8438.677
1094,7758.105
1095,9742.59
1096,7222.2583
1097,5484.9756
1098,4968.199
1099,4372.7827
1100,10110.422
1101,4771.0864
1102,7510.082
1103,14841.274
1104,7480.2397
1105,6200.1123
1106,4898.256
1107,4534.9224
1108,7433.808
1109,4040.227
1110,5873.62
1111,10534.975
1112,5118.1743
1113,17150.957
1114,14058.956
1115,4654.5366
1116,7008.9575
1117,5965.212
1118,6786.8906
1119,5681.3066
1120,10617.5205
1121,7839.964
1122,9486.303
1123,4661.3467
1124,7719.41
1125,4718.5156
1126,8535.657
1127,6639.682
1128,5973.808
1129,5983.0903
1130,6187.684
1131,8309.186
1132,9175.957
1133,5724.441
1134,10335.29
1135,6326.349
1136,10082.71
1137,5577.816
1138,5660.631
1139,5371.377
1140,10556.598
1141,5845.8745
1142,7716.334
1143,6598.11
1144,9128.894
1145,4400.175
1146,8185.0073
1147,6181.951
1148,4054.9841
1149,14775.957
1150,16465.092
1151,7395.758
1152,7245.0303
1153,9577.003
1154,10488.46
1155,11750.003
1156,5570.9
1157,7586.907
1158,5732.1655
1159,8320.264
1160,4033.536
1161,5855.315
1162,5768.81
1163,6244.451
1164,7164.824
1165,5648.218
1166,4829.9004
1167,6776.413
1168,3791.5095
1169,4845.2266
1170,6080.9336
1171,7018.0205
1172,8917.771
1173,8297.363
1174,7500.0903
1175,6066.3833
1176,6271.977
1177,11345.457
1178,7508.192
1179,5330.5117
1180,4903.9585
1181,8094.3564
1182,4385.069
1183,7404.5654
1184,3276.5845
1185,5521.114
1186,8044.573
1187,6205.661
1188,4981.5737
1189,8479.528
1190,9319.666
1191,12901.112
1192,6048.602
1193,9194.545
1194,3134.4712
1195,5583.234
1196,6366.234
1197,4200.146
1198,7626.567
1199,4879.0615
1200,5160.0586
1201,8706.433
1202,11163.747
1203,8328.226
1204,5597.207
1205,4566.116
1206,9415.819
1207,7826.7783
1208,5906.3457
1209,5390.6772
1210,6780.001
1211,9804.573
1212,4356.8525
1213,6697.619
1214,7905.6294
1215,8168.9585
1216,12296.388
1217,5057.74
1218,12734.101
1219,6709.1963
1220,5144.35
1221,3495.8416
1222,6120.5605
1223,6046.509
1224,5508.4863
1225,6796.2046
1226,5201.3823
1227,4465.999
1228,7300.1064
1229,3832.429
1230,8059.34
1231,7189.342
1232,8333.255
1233,9319.8
1234,5388.909
1235,8608.308
1236,6650.969
1237,5435.6465
1238,5870.031
1239,5557.0293
1240,10463.942
1241,6382.739
1242,5070.7173
1243,7701.5054
1244,8704.631
1245,7212.196
1246,6416.2505
1247,8411.647
1248,5532.504
1249,5956.389
1250,6740.4805
1251,8465.122
1252,6184.746
1253,6021.3677
1254,6088.257
1255,5114.359
1256,4062.6716
1257,4965.945
1258,8199.547
1259,8671.679
1260,10904.037
1261,11220.884
1262,7921.5005
1263,5790.251
1264,5037.321
1265,11268.357
1266,10695.744
1267,7846.636
1268,8203.02
1269,8129.0366
1270,6265.586
1271,4002.0247
1272,10769.429
1273,7502.365
1274,7234.2046
1275,6379.7993
1276,3219.8906
1277,11383.411
1278,6111.5317
1279,5561.5146
1280,4919.444
1281,5685.2637
1282,6789.8105
1283,8871.076
1284,6105.665
1285,5219.226
1286,4687.5366
1287,4342.2183
1288,3042.7568
1289,6955.554
1290,18129.105
1291,4315.253
1292,5637.7397
1293,7404.968
1294,5513.5737
1295,5437.5703
1296,4878.9873
1297,3879.7424
1298,7186.0923
1299,7094.6343
1300,4322.749
1301,9075.231
1302,6223.7734
1303,4680.903
1304,8876.365
1305,8244.122
1306,9296.87
1307,5697.242
1308,6556.7476
1309,4940.7144
1310,4872.8633
1311,15032.868
1312,9607.859
1313,6265.8906
1314,5378.4146
1315,4638.7607
1316,5676.8604
1317,4308.332
1318,9242.432
1319,5403.4883
1320,5515.215
1321,6811.206
1322,4753.9224
1323,6435.0386
1324,8099.4375
1325,7041.639
1326,7264.652
1327,4140.498
1328,5988.993
1329,6232.2134
1330,9077.646
1331,8320.478
1332,6701.0054
1333,4866.1064
1334,7780.021
1335,6232.683
1336,4474.2866
1337,6964.07
1338,6829.4053
1339,6448.8125
1340,6186.3623
1341,6511.7744
1342,6293.499
1343,5750.4146
1344,7013.992
1345,6226.991
1346,6749.364
1347,8974.533
1348,6104.623
1349,4576.322
1350,11921.148
1351,5895.6304
1352,3850.501
1353,7766.6772
1354,8305.423
1355,11058.6
1356,5276.122
1357,5736.546
1358,6191.173
1359,7377.0835
1360,6291.6567
1361,8616.266
1362,3425.8433
1363,6113.135
1364,5989.4326
1365,5558.169
1366,5362.9414
1367,6702.6543
1368,8987.852
1369,5929.361
1370,8206.682
1371,7121.3696
1372,8635.869
1373,4557.6543
1374,7132.9175
1375,7057.566
1376,7734.148
1377,8428.864
1378,3821.684
1379,8707.694
1380,6700.845
1381,7690.445
1382,4706.2285
1383,4088.9514
1384,8420.146
1385,6084.652
1386,8830.501
1387,6468.739
1388,5987.8335
1389,7955.402
1390,6678.707
1391,7067.548
1392,8311.881
1393,5884.677
1394,8958.013
1395,11366.337
1396,7683.986
1397,4730.198
1398,6044.4043
1399,4200.35
1400,3346.0051
1401,8261.461
1402,5725.1396
1403,8192.668
1404,4514.185
1405,6832.3105
1406,6005.276
1407,9926.09
1408,5153.6846
1409,5417.885
1410,6269.7524
1411,7160.842
1412,4821.9014
1413,7177.894
1414,7533.963
1415,9172.256
1416,7356.323
1417,6790.9956
1418,5445.9775
1419,4682.8184
1420,4795.967
1421,10720.52
1422,9367.428
1423,6932.951
1424,15554.857
1425,5810.602
1426,5320.146
1427,6232.9385
1428,8597.166
1429,11089.639
1430,6951.4756
1431,8232.793
1432,7901.3857
1433,7715.053
1434,6700.149
1435,5591.7437
1436,4962.5786
1437,5128.924
1438,3883.396
1439,5175.736
1440,8491.854
1441,16285.858
1442,7179.551
1443,5236.8906
1444,7443.4136
1445,4078.4946
1446,6107.296
1447,4046.821
1448,9192.766
1449,6615.109
1450,6078.5854
1451,13418.6045
1452,12278.249
1453,5610.878
1454,6938.911
1455,3903.1897
1456,5498.0527
1457,5671.6436
1458,8127.9746
1459,5038.219
1460,4383.9023
1461,6511.017
1462,5580.471
1463,7058.9995
1464,7053.8516
1465,3557.2822
1466,6780.1367
1467,8423.014
1468,7697.1216
1469,4997.948
1470,4782.8354
1471,8130.804
1472,5243.7227
1473,9720.492
1474,4532.549
1475,5080.883
1476,6607.8516
1477,6209.758
1478,4668.9053
1479,5787.6616
1480,7318.0205
1481,9317.382
1482,9776.329
1483,5574.4604
1484,3925.835
1485,5852.334
1486,6266.5483
1487,4557.559
1488,6790.186
1489,6111.8057
1490,11711.194
1491,7550.7515
1492,6270.685
1493,8170.6104
1494,5321.3384
1495,9030.338
1496,5722.3613
1497,13098.728
1498,6171.6245
1499,5398.801
1500,5438.545
1501,3963.0796
1502,7614.7495
1503,18387.574
1504,4544.408
1505,4578.653
1506,9717.499
1507,6488.1387
1508,7818.7886
1509,8412.546
1510,6474.867
1511,5083.67
1512,4546.8706
1513,9847.182
1514,6335.146
1515,7292.07
1516,7678.0967
1517,5179.1675
1518,6959.688
1519,6101.2646
1520,3998.591
1521,8406.162
1522,8559.852
1523,4671.974
1524,7465.445
1525,6588.037
1526,4713.586
1527,9155.084
1528,6054.148
1529,7486.6626
1530,4559.2065
1531,4966.75
1532,7062.508
1533,3776.0652
1534,8116.433
1535,4454.0044
1536,5860.41
1537,4625.5923
1538,6414.892
1539,6704.1436
1540,6948.235
1541,6947.1284
1542,8393.961
1543,6231.215
1544,6681.0835
1545,7016.314
1546,8864.69
1547,9716.285
1548,6695.135
1549,3460.5186
1550,6540.1357
1551,7424.591
1552,4243.7144
1553,11135.336
1554,5449.677
1555,6376.0767
1556,10390.961
1557,6191.9404
1558,4341.8374
1559,12072.167
1560,9915.588
1561,5559.9185
1562,8954.536
1563,10111.232
1564,5550.0117
1565,5378.9277
1566,6560.213
1567,6194.6455
1568,6739.645
1569,7089.575
1570,4791.0664
1571,6766.0103
1572,7694.0244
1573,6690.801
1574,7956.0317
1575,6063.1445
1576,6317.137
1577,4003.6624
1578,7673.0674
1579,7206.0767
1580,5865.207
1581,6252.621
1582,7398.262
1583,9269.267
1584,5729.0063
1585,5976.6177
1586,6096.5767
1587,7093.376
1588,6755.546
1589,4519.3237
1590,4476.9287
1591,8596.526
1592,7222.0176
1593,5875.004
1594,8400.063
1595,5800.625
1596,7140.1934
1597,5108.5825
1598,3457.4014
1599,7037.121
1600,6382.8237
1601,6665.485
1602,9513.908
1603,8880.692
1604,4882.5293
1605,7680.938
1606,4109.9575
1607,3196.104
1608,7869.9805
1609,12371.197
1610,7396.837
1611,7346.5854
1612,4846.4604
1613,6831.835
1614,8525.659
1615,6512.973
1616,8157.8413
1617,4910.0605
1618,4692.694
1619,5673.8457
1620,5236.791
1621,5681.583
1622,5292.647
1623,5002.9746
1624,4427.582
1625,7606.4536
1626,6356.6665
1627,5671.0107
1628,5782.2383
1629,7133.0195
1630,5730.9795
1631,5396.258
1632,8963.986
1633,7297.2944
1634,5200.936
1635,3759.5146
1636,11532.631
1637,6140.1226
1638,5818.4595
1639,9138.814
1640,7422.785
1641,7334.6914
1642,5906.892
1643,7354.85
1644,9537.01
1645,14559.646
1646,5088.85
1647,4859.9614
1648,4766.084
1649,5933.7334
1650,5313.4683
1651,7868.4497
1652,8436.986
1653,6247.1733
1654,4069.1626
1655,6229.32
1656,8143.461
1657,4966.451
1658,7570.623
1659,4155.859
1660,7258.9316
1661,8310.018
1662,7074.885
1663,8850.744
1664,6429.5728
1665,4323.7676
1666,6238.38
1667,8086.525
1668,8958.157
1669,7252.5933
1670,7569.2153
1671,6244.9395
1672,4562.9775
1673,9805.742
1674,4710.602
1675,10013.343
1676,6267.965
1677,4408.357
1678,7295.7563
1679,6417.4253
1680,7171.1953
1681,7878.6167
1682,3884.7925
1683,4504.917
1684,8551.464
1685,8766.78
1686,10334.925
1687,5359.8276
1688,5847.5864
1689,6021.092
1690,6305.358
1691,5344.5405
1692,9647.202
1693,8795.89
1694,11443.713
1695,4615.62
1696,5874.797
1697,10267.974
1698,7873.0586
1699,5111.36
1700,10415.894
1701,6974.8306
1702,5263.297
1703,4850.261
1704,4810.662
1705,5404.1636
1706,6649.5234
1707,5228.407
1708,5050.616
1709,8972.667
1710,6541.0215
1711,20554.395
1712,6662.8027
1713,4650.787
1714,8205.429
1715,9993.118
1716,7586.3354
1717,8372.575
1718,6205.1997
1719,8206.556
1720,9166.161
1721,5786.5356
1722,6337.4844
1723,7239.0703
1724,9456.233
1725,8253.098
1726,10119.653
1727,6557.648
1728,5249.1963
1729,5779.074
1730,11261.096
1731,11484.395
1732,11784.027
1733,9644.654
1734,4932.626
1735,5810.486
1736,5003.8765
1737,8436.142
1738,12566.854
1739,10074.762
1740,6890.2393
1741,6139.2266
1742,4312.484
1743,6401.728
1744,12396.471
1745,7303.2466
1746,5072.0522
1747,6067.3726
1748,8723.762
1749,3908.684
1750,7820.332
1751,4540.631
1752,6950.1567
1753,6926.2173
1754,5847.8984
1755,8091.269
1756,8155.8965
1757,5693.831
1758,7715.914
1759,7282.903
1760,11846.146
1761,6112.0854
1762,9593.796
1763,7183.249
1764,9542.905
1765,7338.7075
1766,10740.833
1767,5902.0156
1768,5776.3906
1769,6861.2236
1770,5737.2573
1771,9861.015
1772,8495.944
1773,6735.0767
1774,7398.304
1775,7144.784
1776,10697.774
1777,4213.646
1778,14644.271
1779,5280.7437
1780,6800.0103
1781,9044.403
1782,5248.3203
